ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active
66731,1,40,11,1,0,20,1,3810365,0
44007,1,46,27,3,1,37,0,405670,1
67538,1,43,33,1,1,21,1,1138585,0
67498,1,75,18,1,1,68,0,872894,1
55950,1,53,4,3,1,75,0,2935869,1
32031,1,38,7,3,3,14,0,504683,1
7863,1,28,27,1,0,25,0,533412,0
81597,0,28,20,2,0,31,0,614954,0
5805,0,32,4,2,0,32,0,1262073,0
15422,0,24,4,2,0,15,0,1194878,1
17276,1,32,20,2,0,33,0,791459,0
14536,1,52,34,3,0,62,0,1800576,1
104520,1,63,34,1,2,67,0,2040440,1
76139,1,41,27,3,2,13,1,1016664,1
99845,1,30,33,2,0,13,1,1868546,0
20637,0,43,33,3,2,79,1,1109296,1
103408,0,29,11,2,0,13,0,596656,0
18939,1,33,18,2,0,31,0,1626661,0
88047,0,62,18,1,2,85,0,836297,0
21255,0,63,26,1,2,44,1,1076508,0
28085,0,27,15,1,0,14,1,397429,0
81372,0,40,7,3,1,13,1,595071,0
88059,0,68,29,1,1,20,1,646006,0
97218,0,56,33,3,2,87,0,870313,1
84919,1,30,34,2,0,31,1,1842860,0
95390,1,60,30,3,1,62,0,640630,0
69972,0,57,18,1,2,99,1,1306840,0
91676,0,46,27,3,0,27,0,1406422,0
37081,1,47,5,3,1,13,0,467499,1
34021,0,38,11,3,2,51,1,566244,0
19129,0,27,33,2,1,39,0,5987181,0
77470,0,33,24,2,0,25,0,531490,0
45034,0,31,34,2,0,31,0,837196,0
33702,1,48,18,1,2,13,1,693390,0
63096,1,85,34,1,2,51,1,5493017,0
35983,1,49,21,3,1,97,0,1131982,1
62064,1,33,34,1,2,19,0,1828620,0
8404,0,58,2,3,2,127,0,825288,1
23869,1,59,31,3,1,49,1,730592,0
89962,1,40,4,3,2,13,0,748187,1
3234,1,51,24,3,2,38,0,2089097,0
59520,0,79,34,1,2,62,1,1200538,0
22421,1,38,18,3,2,80,0,1443232,0
85971,0,45,18,2,1,68,0,578873,1
73299,1,28,32,2,0,27,0,1020153,1
57466,1,28,30,2,0,14,1,439731,0
7457,0,61,4,1,1,25,1,842438,0
77537,1,27,1,2,0,32,0,298310,0
68451,1,44,18,3,1,31,0,1155122,1
7294,1,35,14,2,0,25,0,352199,0
46710,0,30,32,2,0,27,0,883102,0
3895,1,37,0,2,3,13,1,644057,1
28600,1,39,1,3,1,15,1,324066,0
30605,0,82,18,1,2,111,1,974532,0
101050,1,60,19,3,3,13,0,256925,1
88641,0,27,4,2,0,19,0,2356613,0
101238,1,45,18,3,1,27,0,1070785,1
31504,1,59,7,3,2,103,1,674771,1
93074,0,26,20,2,0,15,0,297696,0
90294,0,57,27,3,1,56,1,2185697,1
52300,0,40,22,3,1,21,0,913068,0
89718,0,60,33,3,0,26,1,501363,0
26618,1,57,11,3,2,80,0,1248055,0
96403,0,32,7,2,0,20,0,334301,0
13833,1,34,14,2,0,27,0,553811,0
96849,1,34,3,3,1,21,0,1290669,1
101777,0,30,4,2,0,25,0,1011396,0
91986,0,62,4,1,1,63,0,503481,1
60162,1,52,33,3,1,86,1,1332071,1
41302,0,79,33,1,0,68,0,1302078,1
41140,1,34,27,2,1,26,1,379068,1
45958,1,27,32,2,0,21,0,1671428,0
81607,0,61,34,3,1,63,0,996203,1
73394,1,31,19,3,1,15,1,530075,0
54859,1,57,4,3,1,98,1,1084260,0
91102,1,59,34,3,1,68,0,895420,0
90040,0,62,28,1,1,62,0,1050689,0
87501,0,29,5,2,0,19,1,1224577,0
5264,0,56,4,3,2,92,0,1169486,0
103404,0,58,10,3,1,61,0,335761,0
57194,1,36,7,3,1,13,1,715835,0
54231,0,39,19,3,1,26,0,330012,0
77906,0,43,18,1,0,32,0,1916846,1
45176,1,58,33,3,2,123,0,2075391,1
37437,0,36,27,1,0,27,0,1828131,0
10009,1,47,5,3,2,92,1,1970210,0
20101,0,46,18,1,3,15,0,836066,1
14940,0,53,34,3,2,93,0,825724,1
62302,1,28,18,2,0,25,0,3188772,0
5212,0,32,32,1,0,33,0,728607,0
21228,0,36,30,2,0,31,0,448764,0
77891,1,51,4,3,2,74,0,1568393,0
91734,0,74,33,1,1,26,1,3357329,0
58892,1,49,33,1,2,80,0,1284875,1
7482,1,28,20,2,0,20,0,371192,0
35288,0,31,32,2,0,19,0,921603,0
69868,0,26,11,2,0,15,0,1668465,0
12497,0,47,18,3,2,80,1,1520511,0
98462,1,31,8,3,2,31,1,574147,0
80312,0,61,34,1,2,92,0,941709,0
69719,1,53,34,3,1,20,0,438476,1
25875,1,68,27,1,2,55,1,1116175,0
92240,1,28,31,2,2,33,1,1076997,0
78467,1,54,32,3,2,81,0,667624,0
52855,0,56,29,3,0,20,0,419101,0
2886,0,29,18,3,0,20,0,717971,0
64976,1,47,33,3,2,87,0,857354,0
34535,0,24,2,2,0,15,0,808627,1
102421,1,57,19,3,1,63,1,782550,0
6292,0,39,2,3,1,75,0,1405434,0
100176,1,47,32,3,1,87,1,1169290,1
25442,0,68,24,1,2,85,0,923170,1
95919,1,46,13,3,1,79,0,810229,0
38993,1,45,18,3,1,86,0,596958,0
75845,0,41,20,3,0,20,1,428063,0
21148,1,55,33,3,2,13,0,2436437,0
37644,0,60,18,3,0,49,0,1283246,1
96336,1,28,27,2,0,21,0,882906,0
88114,0,29,4,2,0,26,0,2475891,1
17434,0,51,4,3,1,85,0,742989,0
93474,0,26,0,2,0,15,1,608973,0
56532,1,49,4,3,2,79,0,729657,0
63802,1,45,34,1,1,20,1,1490349,1
102580,1,44,4,3,1,99,1,431027,0
8455,0,77,31,1,1,14,0,779586,1
51916,1,26,13,2,0,15,0,1051793,1
44013,0,24,4,2,0,13,0,1913767,1
1272,0,57,11,3,0,31,0,896132,1
33687,1,47,33,0,1,81,1,897840,0
13217,1,34,1,1,0,21,0,456018,0
60184,0,47,18,3,0,19,1,724940,0
97752,0,56,27,3,1,67,1,1684494,0
68539,1,56,34,1,2,117,1,895170,0
78630,1,66,32,1,2,93,0,1273394,1
102683,0,56,3,3,2,27,1,1585357,0
41665,0,70,18,1,3,8,0,793906,1
12402,1,50,34,3,3,14,1,768354,1
60680,1,62,18,1,1,103,1,1085684,1
33876,1,53,14,3,1,33,0,251754,1
90360,0,67,8,1,2,81,1,719680,0
33301,1,47,18,1,2,111,0,873624,1
40039,1,50,18,0,1,62,1,1349106,1
103159,1,40,26,1,0,31,0,834410,0
60198,1,31,24,3,3,15,1,685851,0
100279,1,55,4,3,1,73,1,1149310,0
949,0,34,7,3,1,33,0,643826,1
11257,0,39,12,3,1,15,0,1694070,1
25025,0,74,18,1,2,97,1,4847919,0
14653,1,46,10,2,1,92,0,3530914,0
100254,1,54,33,3,2,91,1,3882607,0
80852,1,45,34,3,1,75,1,860576,0
49456,1,63,4,1,2,93,0,2699378,0
85303,1,57,33,3,2,80,1,2903144,0
89015,1,27,30,2,0,19,1,466680,0
57234,1,28,30,2,0,13,0,483643,0
38213,0,26,33,1,0,20,0,595792,1
4991,0,56,26,3,1,56,0,622305,0
6982,1,28,27,2,0,19,0,689269,0
43441,0,47,30,3,1,61,0,1690946,1
31241,0,51,18,3,0,49,0,1484884,1
15273,0,70,4,1,2,115,1,821656,1
72117,1,84,19,1,2,86,0,409862,0
13923,1,63,4,1,2,123,0,799104,1
101004,0,29,29,1,0,25,0,645703,0
78061,1,72,4,1,2,116,0,1039439,1
26420,0,52,18,0,2,86,0,942625,0
17772,1,70,19,1,2,13,0,718612,1
26640,0,49,30,3,1,87,1,510326,1
102231,1,42,33,3,1,19,0,658742,1
25238,0,52,4,3,1,39,0,1479803,1
11798,1,28,7,2,0,14,0,478633,0
166,1,40,30,3,2,19,1,547385,0
57145,1,63,33,1,1,80,1,1692059,0
58919,0,25,33,1,0,15,0,615096,1
62170,1,46,32,3,2,122,0,1331724,0
33869,1,44,33,3,1,33,1,635130,0
98155,1,31,19,1,0,31,0,1426260,0
3480,0,30,33,2,0,21,0,1198367,0
50092,1,37,24,2,1,75,0,698765,1
68603,1,29,4,3,0,27,0,4303808,1
12950,1,33,11,2,0,32,0,554478,0
48822,0,29,33,2,0,14,1,450028,0
9833,1,33,4,1,3,14,1,3416113,1
75583,1,79,4,1,2,74,0,2072801,0
31835,1,42,24,3,1,56,1,749504,0
59547,1,31,29,2,0,25,0,460067,1
87173,0,55,1,3,2,99,0,1088407,1
4492,1,28,4,2,0,25,0,3321720,0
92256,1,46,33,3,1,38,0,2102491,1
60979,1,64,19,1,2,86,0,779337,1
39928,0,30,11,2,0,27,0,500447,0
36069,0,26,34,1,0,20,0,2328373,1
35190,1,45,30,3,1,56,0,973544,1
26405,0,26,10,2,0,20,0,1082676,0
85374,0,24,22,2,0,15,1,787276,0
59485,0,56,27,3,1,93,0,729604,1
1764,0,58,33,3,2,99,0,876552,0
83161,1,37,31,2,0,26,0,724602,1
84097,0,28,8,3,2,20,0,772368,0
33649,0,27,20,2,0,13,0,557656,0
21046,0,29,11,3,0,31,1,954453,0
71223,1,47,24,3,2,68,0,720027,1
19206,1,49,4,3,1,86,1,595303,0
20189,0,24,27,1,0,13,0,581428,0
66192,1,45,24,3,2,27,1,628206,0
67972,0,30,12,2,0,33,0,836030,0
21308,0,26,27,2,0,14,1,1264583,0
70641,0,44,34,3,1,98,0,770473,1
81395,1,38,4,3,2,25,1,2049767,0
20622,1,31,18,3,0,21,0,943578,1
80007,1,49,4,3,1,85,0,1709743,1
34168,0,49,34,3,2,51,0,1933097,1
41910,1,56,18,3,2,87,0,2115654,1
71994,1,39,18,3,1,19,1,1654812,0
34461,1,45,18,3,1,61,0,1643838,0
33108,1,31,20,2,0,20,0,525696,0
94261,0,56,27,3,1,51,0,2163598,0
46230,1,49,33,3,1,85,1,1009838,0
92392,1,27,23,2,0,14,0,1476999,0
14168,0,45,33,1,2,97,0,2242203,0
58299,0,66,18,1,2,62,0,919539,1
82427,1,27,14,2,0,14,0,719075,0
8792,0,29,4,2,0,15,0,1371632,0
56917,0,32,30,2,2,25,0,581561,1
48815,1,54,10,3,1,111,0,977789,0
43957,1,55,34,3,1,25,0,1365349,1
93837,0,26,8,2,0,21,0,772368,0
46674,0,25,6,2,0,13,1,863771,0
83857,0,55,13,3,1,49,0,644030,1
17621,1,41,33,3,1,61,0,2928340,1
14776,1,53,34,3,2,109,1,928768,1
8414,0,43,4,1,2,56,1,1804617,1
66577,0,53,22,3,1,61,0,528571,0
60950,0,28,19,2,0,32,1,1156003,0
88245,0,31,20,2,0,27,1,1041905,0
11194,1,29,11,2,0,33,0,800216,0
68112,1,49,26,0,2,15,0,856696,0
57014,1,67,11,1,1,57,0,1144557,1
38287,1,55,20,1,1,25,0,1613205,1
92747,0,32,4,2,0,25,0,523355,0
93730,0,46,34,3,0,56,0,1273483,1
7252,0,61,34,3,2,92,1,1072289,0
81216,1,44,18,1,0,75,0,901311,1
5286,0,56,34,1,2,26,1,1770521,0
24625,0,33,29,2,0,31,0,578517,0
90623,1,53,33,3,1,14,0,896416,1
65631,0,42,1,3,1,32,1,1086520,0
87450,1,47,30,2,2,91,0,1985340,1
39580,0,47,33,3,1,37,0,806900,1
54230,0,47,18,3,2,85,0,673053,1
65524,0,26,18,2,0,14,0,867847,1
43515,1,26,0,1,0,14,0,641725,1
65837,1,50,13,2,1,32,0,971105,1
63493,1,75,18,1,2,127,0,2048619,0
101523,1,58,20,1,2,109,1,1003145,1
94286,1,38,34,3,1,68,0,2052509,1
89210,1,38,33,3,1,57,0,761813,1
76166,1,30,7,1,0,33,0,584543,0
6356,1,46,23,3,1,85,0,1082996,0
75713,1,49,34,3,1,80,0,1318446,0
60172,1,46,26,3,1,49,0,1103003,1
92868,0,62,22,1,1,93,0,309372,1
57389,0,28,2,2,0,26,0,578108,1
67962,1,26,4,1,0,26,0,917331,0
53415,1,48,19,3,2,86,1,350686,1
55252,0,67,34,1,0,56,0,2432094,1
34050,0,37,6,1,1,21,0,635584,1
98157,1,27,30,2,0,21,1,523498,0
9975,1,50,30,3,2,49,0,264241,0
35758,0,51,4,3,2,14,0,885363,0
76445,1,30,33,3,1,13,0,1335035,0
2957,1,47,30,1,1,51,0,504879,1
90503,0,32,2,1,0,33,0,284862,0
66647,0,38,33,3,1,44,1,743773,0
2943,0,52,4,3,2,63,0,767331,1
57478,0,40,30,3,1,20,1,655983,0
91749,1,48,1,3,1,56,0,586510,1
80704,1,76,30,1,2,115,0,1081875,1
47872,1,65,13,1,1,67,1,731847,0
79228,1,43,7,3,2,15,0,720437,1
42802,1,35,18,2,0,31,0,2439347,1
14598,1,42,18,3,0,25,0,921514,1
33919,1,52,34,3,1,33,0,1332321,1
100039,0,42,29,3,0,51,0,646932,1
54880,1,67,20,1,1,57,0,578500,0
45738,0,28,16,2,0,26,0,1559164,1
93384,1,29,18,2,0,32,0,1246542,0
29599,1,29,9,3,1,33,0,454460,0
37123,1,32,34,2,0,27,1,635290,0
11069,0,31,33,2,0,14,0,1237972,1
1561,1,31,24,2,0,33,0,335743,0
30264,0,46,6,1,1,67,0,637729,1
66437,1,26,13,3,0,15,0,543407,1
3106,1,54,18,3,1,21,0,524040,1
24634,1,30,4,2,0,21,0,1667753,1
27515,0,85,34,1,0,49,0,2524965,1
41487,1,33,22,2,0,13,1,396851,0
5661,1,62,25,1,0,13,1,468407,0
20478,1,70,18,1,1,91,0,4155561,0
93389,0,29,11,1,0,15,0,924905,0
88637,0,39,11,3,0,13,0,936725,0
102314,1,26,22,2,0,13,0,1815386,0
19455,0,53,18,1,2,93,0,963442,0
18869,1,35,18,3,1,26,0,542366,0
33953,1,32,2,3,0,31,0,384506,0
95154,1,35,30,1,1,20,0,660602,0
42729,0,49,4,3,1,69,1,1486611,1
14004,0,30,22,2,0,15,0,1093881,0
34097,1,30,22,3,0,32,0,712204,0
105076,0,49,11,3,1,92,0,1652525,1
56891,1,53,4,1,2,13,0,2062859,1
9760,1,58,4,1,1,38,0,2859436,1
14810,0,49,22,3,2,79,1,576008,1
43619,0,40,27,3,0,31,0,720526,0
13307,0,59,1,3,1,50,0,1101383,0
93178,1,71,26,1,1,91,1,3375841,1
12574,0,59,4,3,2,25,0,858814,1
83077,1,26,23,2,0,15,0,568621,0
80070,1,28,4,2,0,15,0,2069997,1
71051,1,26,27,2,0,19,1,4895498,0
15958,1,29,4,3,1,27,0,1175609,1
89908,0,55,33,3,2,81,0,341270,1
18947,1,61,18,3,2,63,0,1367716,0
15133,1,30,18,1,0,31,0,1385916,0
37512,1,39,33,2,1,13,1,1164031,0
73351,0,82,23,1,2,92,0,1456360,0
78865,0,51,4,3,1,51,0,1361993,1
58423,0,35,1,2,0,27,0,1558398,0
104351,1,71,22,1,1,85,1,1511611,0
42602,1,45,32,3,1,80,0,174849,1
54527,0,27,24,3,0,21,0,522599,0
51657,0,36,11,3,2,25,1,1004551,1
43626,1,35,17,1,0,32,1,354077,0
1631,1,56,4,1,1,81,1,1356911,0
71376,0,28,11,2,2,25,0,1071079,0
100237,1,53,18,3,2,92,1,2189328,0
71032,1,49,33,0,2,62,0,1027407,1
25188,0,35,4,3,0,20,0,1778834,0
62259,0,47,34,3,1,81,0,1749855,1
102454,0,28,32,2,0,19,0,1230069,0
68470,0,31,24,3,0,27,1,964181,0
4922,1,30,18,2,0,25,0,2114221,0
97923,0,31,14,1,0,33,1,1027060,0
105053,1,27,27,1,0,25,0,718630,0
14212,1,27,11,2,0,21,0,737160,1
42207,1,38,14,1,0,32,0,531347,1
22411,0,29,2,2,0,15,0,994877,0
87234,0,45,33,3,1,27,1,2131202,0
21733,1,77,4,1,1,97,0,1702178,1
36684,1,31,4,2,3,13,1,709000,1
39342,1,28,24,2,0,31,1,1184946,0
53473,0,31,4,3,0,27,0,664393,0
68789,1,55,34,3,2,43,0,2195033,1
56157,1,51,33,3,1,74,1,1284092,0
61298,1,39,14,3,1,13,0,732292,1
69531,1,46,18,0,2,87,0,1789238,1
66222,0,25,20,1,0,21,0,777601,1
92679,1,40,10,3,1,20,0,399948,1
54562,0,61,2,3,2,123,1,820838,0
58371,1,26,8,2,0,21,0,550776,0
74007,0,81,18,1,2,110,1,2552217,0
72512,0,55,33,3,2,109,0,3665278,1
63524,1,52,22,1,2,55,0,1020812,0
33239,0,29,19,1,0,33,0,847075,0
34533,1,43,19,3,1,51,1,725465,0
38347,0,46,18,3,1,38,0,295836,1
22928,0,36,33,2,1,25,1,2224599,1
28845,1,55,27,1,2,19,0,330839,0
44714,0,45,18,3,0,32,0,1756557,0
48119,0,33,23,1,0,33,0,1046924,0
84429,0,45,33,1,1,20,0,597528,1
71761,0,28,9,1,0,31,0,447678,0
22755,0,33,18,3,2,63,0,806357,1
50194,0,48,18,3,1,79,0,486474,1
38942,1,42,1,1,1,14,1,483617,0
16785,0,30,9,1,0,25,0,962597,0
83750,1,51,33,3,2,38,1,1679234,0
48403,1,42,18,1,1,55,1,1128920,0
55787,1,29,33,2,0,20,0,769235,0
47751,0,29,11,2,0,19,1,467828,0
5083,0,41,34,3,1,56,0,1219762,0
68309,0,27,5,2,2,31,0,339686,0
65056,1,34,33,2,0,27,0,1141247,0
88369,0,28,25,2,0,19,1,298568,0
7642,0,57,4,1,1,25,0,1192858,1
99832,0,26,34,2,0,13,1,497501,0
94315,1,55,1,3,1,39,0,941272,1
12351,1,48,31,3,1,20,0,775554,0
8721,0,27,11,2,0,13,0,1241363,1
72729,0,36,4,2,0,19,0,449814,0
4826,1,58,27,3,1,38,1,1042439,0
39323,1,33,18,3,1,13,0,1108343,1
59594,1,25,14,3,0,14,0,674522,0
92432,0,34,20,2,0,32,0,657095,0
102793,1,46,18,1,1,86,1,588049,0
69340,0,49,30,0,2,85,0,1613383,0
76524,0,57,18,3,1,74,1,1049612,0
100974,0,38,27,2,0,13,0,2197944,0
8395,1,26,14,1,0,15,0,449690,1
95343,1,46,23,1,1,14,1,674895,0
83219,1,45,20,3,1,25,0,1062455,0
5963,0,34,33,3,1,55,0,3005788,0
94237,1,29,18,2,0,25,0,1095652,0
84653,1,45,28,3,2,79,1,1046960,0
48036,0,25,28,2,0,20,0,768159,0
13027,1,55,30,3,3,14,0,447029,0
72353,0,30,24,2,0,26,0,602725,0
85352,1,59,4,3,1,26,0,1536585,1
99420,1,31,18,2,1,20,0,1644381,1
47488,0,35,27,3,0,32,0,293602,0
34019,1,29,2,2,0,27,0,238261,0
103032,1,46,9,3,2,37,0,754061,1
99526,1,52,18,3,2,105,1,1253004,0
96859,1,62,25,1,2,20,1,691031,0
42222,1,30,4,3,1,14,0,1346151,1
79450,1,29,4,2,0,27,1,943257,0
72259,0,26,2,1,0,25,0,245871,0
36254,1,56,33,1,0,91,1,1067964,1
34935,1,41,33,3,1,31,0,761484,1
9838,1,31,27,1,0,19,0,1172085,0
2360,1,73,5,1,2,49,0,954266,0
26650,1,29,19,2,0,32,1,792518,0
5202,0,28,7,2,0,32,0,385103,0
68606,1,33,13,2,0,33,0,560833,0
41232,0,27,30,1,0,25,0,766120,0
74626,1,47,6,3,1,55,1,1068712,1
17776,0,31,33,2,0,31,1,758449,0
54026,1,29,4,1,0,27,0,496326,0
12447,1,39,7,3,1,26,0,572786,0
55352,0,27,34,2,0,19,1,2456453,0
104759,0,28,0,2,0,21,0,868301,0
2,0,48,33,3,1,49,1,1434421,0
37922,1,54,4,3,2,127,0,972645,1
17714,1,78,29,1,2,79,1,442045,1
90268,1,69,4,1,2,74,0,721398,1
82650,0,35,33,2,0,14,1,611136,1
103566,1,32,34,2,0,32,0,1900390,1
61658,1,33,4,1,2,19,1,2036542,0
46210,1,27,25,2,0,14,0,620783,0
34628,0,31,18,1,0,19,0,1393651,1
13113,0,52,8,3,1,32,0,454950,1
87791,0,28,17,1,0,14,1,391359,0
12826,1,28,27,3,0,20,0,1008637,0
80469,0,30,19,2,0,32,0,519288,0
15788,1,35,10,2,0,21,1,1056981,0
43813,0,53,18,3,1,61,1,1722621,0
16943,0,39,10,3,1,39,0,367676,1
79304,0,41,27,1,2,80,1,486696,0
36200,0,30,33,2,0,19,0,1242333,0
61869,0,66,28,1,1,73,0,1295581,1
53653,0,75,30,1,2,91,0,394732,1
18679,1,65,25,1,2,123,1,1835794,0
60436,1,34,14,2,0,33,0,949078,0
44281,0,47,14,3,0,45,1,524005,0
42893,0,46,33,3,1,20,1,916691,1
67747,0,31,17,2,0,32,0,569697,1
23357,1,50,33,1,2,97,0,540826,1
78986,0,50,18,3,2,116,0,1492245,1
19800,0,24,17,2,0,15,1,514980,0
3049,1,49,10,3,0,19,0,585166,0
37544,1,51,33,3,1,37,0,2182021,1
16995,1,56,22,3,0,50,0,953608,1
88201,1,28,6,2,0,31,1,441956,0
39467,1,29,15,3,0,31,1,726435,0
34312,0,63,34,1,2,55,1,1029178,0
23653,0,44,33,3,1,57,0,1331902,0
69758,0,27,11,2,0,32,0,731286,0
103050,0,51,18,3,2,69,0,2077544,1
42455,1,38,25,2,0,25,0,1027736,1
79446,1,70,18,1,1,75,1,734864,1
61380,0,37,19,3,2,15,1,701729,0
79815,1,35,11,3,0,19,0,1560392,0
15733,1,28,34,1,0,20,0,1102994,1
2423,0,28,7,2,0,31,0,2658198,0
68777,1,52,33,3,1,49,1,1258949,0
12477,1,27,7,2,0,19,0,439455,0
46101,0,41,22,3,1,27,0,1175067,1
34463,0,49,28,1,1,91,0,1264423,1
21591,1,57,19,3,1,27,1,790693,0
104393,1,25,4,3,0,13,0,2659978,1
30187,0,26,4,2,0,21,0,1820388,0
4477,0,27,24,2,0,14,0,886003,0
5296,0,34,16,2,0,32,0,576372,1
41953,1,31,18,2,1,20,1,1414770,0
59101,1,28,21,2,0,32,0,254139,1
29376,1,31,23,3,1,20,1,574014,0
77734,1,50,4,1,1,86,0,758422,1
50350,1,47,11,3,2,38,1,1521366,0
87014,0,48,26,3,1,87,0,466929,1
94114,0,34,10,2,0,14,0,516609,0
19987,0,29,20,1,0,33,0,729826,0
25756,1,56,13,3,1,91,0,1061876,1
610,1,57,18,3,2,123,0,3555318,0
75737,0,27,30,3,0,25,0,1132872,0
99385,1,49,32,3,1,43,1,759312,0
9872,1,27,4,2,0,21,0,2032653,0
12893,1,61,33,3,2,116,1,1945753,1
5221,1,30,7,2,0,27,0,669324,0
100923,1,30,32,1,0,33,0,316528,0
87976,1,68,4,1,1,37,0,3189021,0
32992,1,63,34,2,2,121,0,1158780,1
70849,1,29,1,2,1,13,0,731419,0
18878,1,27,30,2,0,15,0,827691,0
72219,1,34,34,2,0,14,0,823970,0
16358,1,32,14,1,0,31,0,757523,0
16765,1,29,2,2,0,32,0,349476,1
20218,0,82,33,1,1,73,0,2100996,1
90455,0,47,1,3,2,110,0,384658,1
41509,1,70,33,1,2,111,1,4870622,1
86005,0,73,33,1,2,51,1,2141740,1
33038,1,49,30,3,3,15,0,1124096,1
32030,1,45,18,2,2,92,1,928181,1
104387,1,33,13,2,0,19,1,922013,0
12124,1,31,24,2,0,13,1,543950,0
24781,1,32,18,2,3,14,1,1190597,0
23833,0,52,34,3,2,31,0,984909,1
3756,1,42,30,3,1,98,0,494973,1
45506,1,52,18,3,2,109,1,1423510,0
45797,1,29,32,1,0,15,0,354896,0
88496,1,63,13,1,2,13,0,1037784,1
76892,0,27,27,2,0,19,0,1592156,0
95338,1,32,11,2,0,20,1,1145670,0
81449,1,42,28,3,1,19,0,602396,1
24584,0,28,19,2,0,20,0,1350361,0
44131,1,27,25,1,0,15,1,637426,0
86939,1,53,4,3,2,69,0,3171408,0
42761,0,29,30,1,0,13,0,1511807,0
101706,1,59,1,3,1,69,0,542722,1
6685,0,73,33,1,1,39,0,2359487,0
94794,1,29,22,2,0,14,0,734009,0
68670,1,30,30,2,0,15,0,403793,0
102582,0,30,20,1,0,26,1,388574,0
10399,1,51,19,1,1,57,0,1064555,1
30176,1,50,27,3,1,93,0,915560,0
7928,1,50,32,3,2,98,0,439882,1
16762,0,27,28,2,0,32,0,485272,0
9463,0,32,23,2,0,27,0,887837,0
72632,0,25,17,2,0,14,0,530235,1
57097,0,25,30,1,0,14,0,642944,0
28505,1,55,3,3,2,99,0,761840,1
89971,0,27,4,2,0,27,0,2032929,0
21821,1,38,27,3,1,19,0,924701,0
54542,1,71,4,1,0,44,0,607104,1
54569,1,54,32,3,3,13,1,618977,0
46817,1,62,4,2,2,121,1,1639193,0
42931,1,52,18,1,2,86,0,781509,1
88874,0,29,12,2,0,25,0,1514361,0
35026,1,27,30,2,0,13,0,3080708,0
90755,0,64,18,1,1,62,1,914982,0
58104,1,48,34,3,1,69,0,1241772,1
66197,1,42,14,3,1,26,0,632612,1
16475,1,56,32,3,1,61,0,1167439,0
36186,0,48,34,3,2,105,0,1318908,1
65493,0,26,4,2,0,26,0,1768305,1
35265,1,66,33,1,1,79,1,1167092,0
343,0,28,7,2,0,33,0,1202621,0
4515,0,41,33,3,1,27,1,657469,0
36632,0,55,34,1,2,63,0,771265,1
25174,0,27,20,3,0,21,0,764251,0
8621,1,49,4,1,3,15,1,719155,0
3662,1,67,25,1,0,56,0,718559,0
74345,1,43,34,3,2,43,0,797689,1
44485,0,32,7,3,0,14,0,888433,0
20585,1,51,18,3,2,37,1,2558278,1
50113,1,30,12,2,0,32,0,1143650,0
56623,1,55,23,3,3,15,1,393104,1
87871,1,75,30,1,1,97,0,997102,0
41573,1,45,30,3,1,43,0,1536318,1
97069,0,55,15,3,1,75,1,454718,0
88868,0,30,6,2,0,25,0,1582651,0
62182,0,82,18,1,0,62,0,647101,1
41553,1,47,18,3,1,32,0,376238,1
2476,1,52,18,2,2,74,0,1812858,1
51772,0,35,3,2,0,13,0,385005,1
87104,1,36,33,3,1,61,0,457842,0
43367,0,27,7,2,0,26,1,1379722,0
69067,0,26,32,2,0,20,0,849772,1
55658,0,28,4,2,0,21,0,721523,1
91325,1,30,4,3,0,31,1,1768332,0
70257,1,51,30,1,2,14,1,492606,0
20922,1,48,33,1,1,14,1,650759,1
55056,1,29,4,2,0,19,1,1617957,0
71669,0,30,28,2,0,31,0,284194,0
40085,1,55,18,3,2,63,0,685273,1
84560,0,47,33,3,2,43,1,1734930,0
45213,0,27,4,2,0,26,0,1074292,0
78750,0,39,18,1,1,73,1,1118409,1
50446,1,50,25,3,1,67,1,588770,0
36521,1,58,30,3,1,98,0,1211112,1
69855,1,47,18,1,1,87,0,2055446,1
58571,0,27,21,3,0,21,0,238653,0
5099,0,60,33,3,1,50,1,423755,0
301,0,68,4,1,1,14,0,2135715,1
34906,1,27,19,2,0,13,0,2004093,0
97892,0,26,0,2,0,21,0,559747,0
95619,1,28,20,2,0,14,0,716761,0
90299,1,27,2,2,0,15,0,302724,0
4473,1,40,4,3,2,91,1,883289,1
25090,1,27,3,2,0,27,1,1165054,0
57060,0,31,4,1,0,25,0,531454,0
10705,1,45,32,3,1,33,1,879320,0
11574,1,30,10,2,0,31,1,782852,0
50682,1,51,33,3,2,63,0,1429624,0
313,1,35,27,3,1,61,0,2519785,1
21770,1,73,33,1,2,116,1,2061017,1
72331,1,27,23,1,0,15,0,1001944,0
29295,1,28,19,2,0,19,0,1183940,0
59061,0,42,34,3,1,25,0,5224397,1
11921,1,28,10,1,0,33,0,546121,0
58323,1,59,18,3,2,67,1,2115414,0
8007,0,46,34,3,2,62,0,900688,0
51634,0,49,23,2,2,67,0,488948,1
2696,1,28,9,1,0,25,0,643906,0
36501,1,32,34,3,1,27,0,552974,1
89779,0,31,6,1,0,15,1,426194,0
9542,0,29,29,2,0,26,1,375321,1
89017,1,81,27,1,2,104,1,1686033,1
2569,1,26,33,2,0,14,0,1431903,1
102953,0,42,34,2,0,91,0,1639202,1
74298,0,44,33,3,2,75,0,6187911,1
29078,1,27,33,1,0,21,0,658350,0
